order_id,order_number,created_at,customer_id,customer_email,financial_status,fulfillment_status,currency,subtotal,discount_code,discount_amount,shipping,taxes,total,payment_method,billing_city,billing_province,billing_country,source,note
NB-5060,5060,2025-12-13 16:17:52,CUST-1085,tanya.pandey@gmail.com,paid,fulfilled,USD,78.51,COFFEE15,11.78,0,6.32,73.05,Credit Card,Gurgaon,Haryana,IN,Google Ads,
NB-5412,5412,2025-12-13 18:10:23,CUST-1026,ajay_rao@hotmail.com,paid,fulfilled,USD,213.9,,0,0,20.09,233.99,Credit Card,San Diego,California,US,Google Ads,
NB-5210,5210,2025-12-13 18:40:20,CUST-1082,ellamiller@yahoo.com,paid,fulfilled,USD,177.95,,0.0,0,15.29,193.24,Apple Pay,Detroit,Michigan,US,Google Ads,
NB-5414,5414,2025-12-13 21:00:09,CUST-1059,tinapandey@yahoo.com,paid,fulfilled,USD,177.93,,0,0,16.96,194.89,Apple Pay,San Diego,California,US,Email Campaign,
NB-5133,5133,2025-12-13 21:50:49,CUST-1189,pranaviyer@hotmail.com,paid,shipped,USD,296.42,,0.0,0,21.14,317.56,PayPal,Berlin,Berlin,DE,Referral,
NB-5205,5205,2025-12-14 06:04:30,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,70.97,WELCOME10,7.1,0,5.92,69.79,Credit Card,Jaipur,Rajasthan,IN,Direct,
NB-5258,5258,2025-12-14 09:11:53,CUST-1064,aditi_young@gmail.com,paid,shipped,USD,105.95,,0.0,0,9.34,115.29,Apple Pay,Las Vegas,Nevada,US,Email Campaign,
NB-5180,5180,2025-12-14 10:13:41,CUST-1123,monica_saxena@yahoo.com,paid,delivered,USD,50.98,,0.0,0,4.4,55.38,Shop Pay,Raleigh,North Carolina,US,Facebook Ads,
NB-5052,5052,2025-12-14 12:40:47,CUST-1058,sunil.wright@protonmail.com,paid,fulfilled,USD,98.0,,0.0,0,8.19,106.19,Credit Card,Calgary,Alberta,CA,Instagram Ads,
NB-5129,5129,2025-12-14 13:04:32,CUST-1050,jake_walker@hotmail.com,paid,fulfilled,USD,237.93,WELCOME10,23.79,0,13.04,227.18,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5100,5100,2025-12-14 15:16:29,CUST-1081,garima_kulkarni@hotmail.com,paid,fulfilled,USD,89.66,,0.0,0,5.72,95.38,Credit Card,Tokyo,Tokyo,JP,Instagram Ads,
NB-5059,5059,2025-12-14 17:03:31,CUST-1181,yuki.tiwari@protonmail.com,paid,fulfilled,USD,165.92,,0.0,0,13.62,179.54,Credit Card,Nashville,Tennessee,US,Organic Search,
NB-5044,5044,2025-12-14 17:55:52,CUST-1011,lucas_sethi@hotmail.com,paid,fulfilled,USD,94.55,LOYALTY5,4.73,0,7.66,97.48,Apple Pay,Amsterdam,North Holland,NL,Google Ads,
NB-5033,5033,2025-12-14 19:52:52,CUST-1123,monica_saxena@yahoo.com,paid,delivered,USD,218.91,WELCOME10,21.89,0,14.7,211.72,Credit Card,Raleigh,North Carolina,US,Facebook Ads,
NB-5227,5227,2025-12-15 06:30:58,CUST-1051,kaylaiyer@icloud.com,paid,fulfilled,USD,246.88,,0.0,0,22.76,269.64,Credit Card,Atlanta,Georgia,US,Direct,
NB-5165,5165,2025-12-15 07:23:35,CUST-1029,ava_malhotra@yahoo.com,paid,fulfilled,USD,319.94,,0.0,0,31.49,351.43,Credit Card,Tokyo,Tokyo,JP,Email Campaign,
NB-5097,5097,2025-12-15 10:13:44,CUST-1086,gaurav.sinha@gmail.com,paid,delivered,USD,163.73,,0.0,0,13.17,176.9,Credit Card,San Diego,California,US,Referral,
NB-5193,5193,2025-12-15 11:56:39,CUST-1181,yuki.tiwari@protonmail.com,paid,fulfilled,USD,53.97,,0.0,0,4.96,58.93,PayPal,Nashville,Tennessee,US,Organic Search,
NB-5005,5005,2025-12-15 12:48:18,CUST-1175,marcoverma@yahoo.com,paid,fulfilled,USD,150.93,,0.0,0,14.69,165.62,Shop Pay,Washington,District of Columbia,US,Direct,
NB-5021,5021,2025-12-15 16:16:48,CUST-1084,tyler_iyer@gmail.com,paid,fulfilled,USD,417.66,NEWBREW20,83.53,0,20.5,354.63,Shop Pay,Bangalore,Karnataka,IN,Instagram Ads,
NB-5142,5142,2025-12-15 17:13:57,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,279.95,,0.0,0,19.43,299.38,Google Pay,Los Angeles,California,US,Organic Search,
NB-5028,5028,2025-12-15 17:35:24,CUST-1165,deepaktanaka@gmail.com,paid,fulfilled,USD,92.97,,0.0,0,6.57,99.54,Apple Pay,Oakland,California,US,Organic Search,
NB-5067,5067,2025-12-15 18:43:27,CUST-1147,rileybajaj@outlook.com,paid,delivered,USD,17.99,COFFEE15,2.7,0,0.94,16.23,Apple Pay,Manhattan,New York,US,Email Campaign,
NB-5137,5137,2025-12-15 19:05:04,CUST-1052,oliviayoung@icloud.com,paid,fulfilled,USD,186.0,LOYALTY5,9.3,0,11.01,187.71,Apple Pay,Gurgaon,Haryana,IN,Google Ads,
NB-5250,5250,2025-12-15 20:14:01,CUST-1111,meghathakur@hotmail.com,paid,fulfilled,USD,228.11,,0.0,0,14.78,242.89,PayPal,Toronto,Ontario,CA,Referral,
NB-5038,5038,2025-12-15 20:46:44,CUST-1129,alex_anderson@protonmail.com,paid,fulfilled,USD,102.05,,0.0,0,9.92,111.97,PayPal,Denver,Colorado,US,Referral,
NB-5115,5115,2025-12-15 23:22:04,CUST-1111,meghathakur@hotmail.com,paid,fulfilled,USD,315.79,,0.0,0,23.5,339.29,Shop Pay,Toronto,Ontario,CA,Referral,
NB-5068,5068,2025-12-15 23:30:03,CUST-1109,shreya.king@icloud.com,paid,shipped,USD,16.99,NEWBREW20,3.4,0,1.16,14.75,Google Pay,Singapore,Singapore,SG,Email Campaign,
NB-5116,5116,2025-12-15 23:52:48,CUST-1189,pranaviyer@hotmail.com,paid,shipped,USD,204.1,,0.0,0,16.44,220.54,PayPal,Berlin,Berlin,DE,Referral,
NB-5167,5167,2025-12-16 11:34:38,CUST-1149,pooja.kulkarni@hotmail.com,paid,fulfilled,USD,124.97,WELCOME10,12.5,0,10.46,122.93,Apple Pay,Austin,Texas,US,Organic Search,
NB-5166,5166,2025-12-16 12:12:33,CUST-1081,garima_kulkarni@hotmail.com,paid,fulfilled,USD,183.67,WELCOME10,18.37,0,15.76,181.06,Google Pay,Tokyo,Tokyo,JP,Instagram Ads,
NB-5254,5254,2025-12-16 12:50:57,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,264.58,,0.0,0,17.35,281.93,Google Pay,Denver,Colorado,US,Referral,
NB-5127,5127,2025-12-16 13:54:51,CUST-1134,brett.harris@gmail.com,paid,fulfilled,USD,146.93,,0.0,0,11.1,158.03,Google Pay,Mumbai,Maharashtra,IN,Organic Search,
NB-5023,5023,2025-12-16 14:34:18,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,68.41,,0.0,0,4.4,72.81,PayPal,Leeds,England,GB,Google Ads,
NB-5278,5278,2025-12-16 17:26:38,CUST-1090,sandeepwright@icloud.com,paid,fulfilled,USD,326.86,WELCOME10,32.69,0,20.0,314.17,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5041,5041,2025-12-16 19:38:08,CUST-1051,kaylaiyer@icloud.com,paid,fulfilled,USD,150.96,COFFEE15,22.64,0,10.88,139.2,Shop Pay,Atlanta,Georgia,US,Direct,
NB-5185,5185,2025-12-16 20:29:52,CUST-1012,sunitaallen@hotmail.com,paid,fulfilled,USD,290.9,,0.0,0,22.82,313.72,Credit Card,Sacramento,California,US,Google Ads,
NB-5163,5163,2025-12-16 21:49:35,CUST-1066,liam.green@gmail.com,paid,fulfilled,USD,33.98,,0.0,0,2.75,36.73,Credit Card,Austin,Texas,US,Organic Search,
NB-5199,5199,2025-12-16 21:57:32,CUST-1163,averyphillips@hotmail.com,paid,fulfilled,USD,49.98,NEWBREW20,10.0,0,3.64,43.62,Google Pay,Atlanta,Georgia,US,Facebook Ads,
NB-5152,5152,2025-12-16 23:19:58,CUST-1161,vishal.chen@hotmail.com,paid,fulfilled,USD,75.33,NEWBREW20,15.07,0,5.58,65.84,Credit Card,Portland,Oregon,US,Referral,
NB-5043,5043,2025-12-17 09:36:07,CUST-1180,elizabeth.pillai@outlook.com,paid,fulfilled,USD,107.23,WELCOME10,10.72,0,6.19,102.7,Credit Card,Amsterdam,North Holland,NL,Referral,
NB-5075,5075,2025-12-17 09:53:30,CUST-1129,alex_anderson@protonmail.com,paid,delivered,USD,130.9,,0.0,0,9.62,140.52,Google Pay,Denver,Colorado,US,Referral,
NB-5017,5017,2025-12-17 10:24:15,CUST-1153,priya_bhat@yahoo.com,paid,fulfilled,USD,153.78,,0.0,0,9.54,163.32,Apple Pay,Birmingham,England,GB,Instagram Ads,
NB-5239,5239,2025-12-17 12:08:21,CUST-1024,manish.williams@protonmail.com,paid,fulfilled,USD,162.33,,0.0,0,11.82,174.15,PayPal,Seattle,Washington,US,Google Ads,
NB-5424,5424,2025-12-17 12:47:52,CUST-1072,deepak_tiwari@protonmail.com,paid,fulfilled,USD,70.97,,0,0,5.37,76.34,Apple Pay,Pune,Maharashtra,IN,Direct,
NB-5071,5071,2025-12-17 12:53:51,CUST-1051,kaylaiyer@icloud.com,paid,fulfilled,USD,244.93,,0.0,0,22.6,267.53,Apple Pay,Atlanta,Georgia,US,Direct,
NB-5020,5020,2025-12-17 13:47:09,CUST-1016,laylabrown@outlook.com,paid,fulfilled,USD,19.99,WELCOME10,2.0,0,1.19,19.18,Credit Card,Vancouver,British Columbia,CA,Organic Search,
NB-5107,5107,2025-12-17 17:44:06,CUST-1108,samanthaberg@protonmail.com,paid,delivered,USD,53.97,WELCOME10,5.4,0,3.12,51.69,Credit Card,Berlin,Berlin,DE,Facebook Ads,
NB-5079,5079,2025-12-17 18:52:33,CUST-1079,marcus.malhotra@yahoo.com,paid,shipped,USD,163.36,,0.0,0,13.08,176.44,Google Pay,Edinburgh,Scotland,GB,Referral,
NB-5173,5173,2025-12-17 21:25:41,CUST-1177,casey_moore@gmail.com,paid,fulfilled,USD,186.43,WELCOME10,18.64,0,12.91,180.7,Credit Card,Delhi,Delhi,IN,Referral,
NB-5153,5153,2025-12-17 21:48:30,CUST-1171,mitali_bose@icloud.com,paid,fulfilled,USD,72.03,NEWBREW20,14.41,0,4.46,62.08,Credit Card,Houston,Texas,US,Instagram Ads,
NB-5030,5030,2025-12-17 22:26:06,CUST-1164,rakesh.sethi@outlook.com,paid,fulfilled,USD,33.98,,0.0,5.99,2.06,42.03,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5126,5126,2025-12-17 23:57:34,CUST-1012,sunitaallen@hotmail.com,paid,shipped,USD,45.38,,0.0,0,3.57,48.95,Credit Card,Sacramento,California,US,Google Ads,
NB-5174,5174,2025-12-18 06:49:19,CUST-1128,omar.davis@yahoo.com,paid,fulfilled,USD,147.16,COFFEE15,22.07,0,7.73,132.82,Credit Card,Dubai,Dubai,AE,Instagram Ads,
NB-5096,5096,2025-12-18 11:07:23,CUST-1006,ravi_adams@protonmail.com,paid,fulfilled,USD,184.79,,0.0,0,14.17,198.96,Credit Card,Delhi,Delhi,IN,Referral,
NB-5090,5090,2025-12-18 12:21:46,CUST-1012,sunitaallen@hotmail.com,paid,fulfilled,USD,130.6,COFFEE15,19.59,0,7.23,118.24,Apple Pay,Sacramento,California,US,Google Ads,
NB-5251,5251,2025-12-18 17:37:30,CUST-1024,manish.williams@protonmail.com,paid,fulfilled,USD,104.57,,0.0,0,6.89,111.46,Google Pay,Seattle,Washington,US,Google Ads,
NB-5136,5136,2025-12-18 18:47:08,CUST-1112,alexander_johnson@gmail.com,paid,fulfilled,USD,212.93,,0.0,0,16.09,229.02,Google Pay,Leeds,England,GB,TikTok Ads,
NB-5159,5159,2025-12-18 18:50:15,CUST-1103,divya.green@protonmail.com,paid,fulfilled,USD,49.98,,0.0,0,4.54,54.52,Credit Card,Calgary,Alberta,CA,Facebook Ads,
NB-5063,5063,2025-12-18 22:08:40,CUST-1030,davidmehta@hotmail.com,paid,delivered,USD,139.27,,0.0,0,9.11,148.38,Credit Card,Charlotte,North Carolina,US,Google Ads,
NB-5427,5427,2025-12-19 06:52:22,CUST-1137,tushar_bhatt@hotmail.com,paid,fulfilled,USD,126.94,,0,0,10.84,137.78,PayPal,Mumbai,Maharashtra,IN,Organic Search,
NB-5432,5432,2025-12-19 09:01:52,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,81.96,,0,0,5.66,87.62,Credit Card,Leeds,England,GB,Organic Search,
NB-5434,5434,2025-12-19 11:27:33,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,73.96,,0,0,5.91,79.87,Credit Card,Minneapolis,Minnesota,US,Google Ads,
NB-5131,5131,2025-12-19 11:39:42,CUST-1152,kaylachatterjee@hotmail.com,paid,fulfilled,USD,251.92,LOYALTY5,12.6,0,15.28,254.6,Shop Pay,Chicago,Illinois,US,Organic Search,
NB-5418,5418,2025-12-19 12:54:37,CUST-1155,maria_kumar@gmail.com,paid,fulfilled,USD,189.93,,0,0,13.72,203.65,Apple Pay,Calgary,Alberta,CA,Referral,
NB-5122,5122,2025-12-19 14:12:07,CUST-1077,urmiparker@hotmail.com,paid,fulfilled,USD,50.97,,0.0,0,4.54,55.51,Shop Pay,Denver,Colorado,US,TikTok Ads,
NB-5120,5120,2025-12-19 15:48:59,CUST-1111,meghathakur@hotmail.com,paid,fulfilled,USD,274.52,,0.0,0,26.98,301.5,PayPal,Toronto,Ontario,CA,Referral,
NB-5413,5413,2025-12-19 16:19:22,CUST-1036,jake_adams@protonmail.com,paid,fulfilled,USD,51.97,,0,0,3.29,55.26,PayPal,Sacramento,California,US,Instagram Ads,
NB-5238,5238,2025-12-19 16:47:59,CUST-1029,ava_malhotra@yahoo.com,paid,fulfilled,USD,36.98,LOYALTY5,1.85,0,2.62,37.75,Apple Pay,Tokyo,Tokyo,JP,Email Campaign,
NB-5209,5209,2025-12-19 22:25:54,CUST-1003,henrywright@outlook.com,paid,fulfilled,USD,155.97,,0.0,0,10.04,166.01,Google Pay,London,England,GB,Email Campaign,
NB-5271,5271,2025-12-19 22:55:11,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,163.59,,0.0,0,15.34,178.93,Credit Card,Leeds,England,GB,Google Ads,
NB-5177,5177,2025-12-20 06:04:24,CUST-1169,ruchitiwari@hotmail.com,paid,fulfilled,USD,251.9,,0.0,0,17.12,269.02,PayPal,Minneapolis,Minnesota,US,Facebook Ads,
NB-5429,5429,2025-12-20 06:19:10,CUST-1049,peterreddy@outlook.com,paid,fulfilled,USD,229.92,,0,0,13.99,243.91,Google Pay,Jaipur,Rajasthan,IN,Direct,
NB-5276,5276,2025-12-20 07:53:47,CUST-1006,ravi_adams@protonmail.com,paid,fulfilled,USD,311.7,WELCOME10,31.17,0,16.92,297.45,Shop Pay,Delhi,Delhi,IN,Referral,
NB-5047,5047,2025-12-20 08:25:32,CUST-1027,pooja.thompson@hotmail.com,paid,fulfilled,USD,217.93,,0.0,0,20.01,237.94,Credit Card,New York,New York,US,TikTok Ads,
NB-5118,5118,2025-12-20 08:47:43,CUST-1161,vishal.chen@hotmail.com,paid,fulfilled,USD,107.25,NEWBREW20,21.45,0,5.39,91.19,Shop Pay,Portland,Oregon,US,Referral,
NB-5211,5211,2025-12-20 10:05:08,CUST-1178,thomas.smith@outlook.com,paid,delivered,USD,275.94,WELCOME10,27.59,0,20.91,269.26,PayPal,Miami,Florida,US,Organic Search,
NB-5101,5101,2025-12-20 11:21:22,CUST-1050,jake_walker@hotmail.com,paid,fulfilled,USD,430.41,,0.0,0,42.72,473.13,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5073,5073,2025-12-20 11:24:19,CUST-1078,lucas_ibrahim@outlook.com,paid,fulfilled,USD,142.96,LOYALTY5,7.15,0,8.71,144.52,Credit Card,Nashville,Tennessee,US,Email Campaign,
NB-5402,5402,2025-12-20 11:25:29,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,89.98,,0,0,5.65,95.63,Apple Pay,Sacramento,California,US,Referral,
NB-5433,5433,2025-12-20 13:58:56,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,242.92,,0,0,23.51,266.43,Google Pay,Minneapolis,Minnesota,US,Google Ads,
NB-5094,5094,2025-12-20 18:27:30,CUST-1161,vishal.chen@hotmail.com,paid,fulfilled,USD,459.78,,0.0,0,31.75,491.53,Credit Card,Portland,Oregon,US,Referral,
NB-5272,5272,2025-12-20 19:17:52,CUST-1023,megan.pandey@icloud.com,paid,fulfilled,USD,106.78,NEWBREW20,21.36,0,8.51,93.93,Apple Pay,Boston,Massachusetts,US,Referral,
NB-5265,5265,2025-12-20 23:36:30,CUST-1179,henry_wright@gmail.com,paid,fulfilled,USD,114.19,,0.0,0,9.55,123.74,Google Pay,Dallas,Texas,US,Google Ads,
NB-5247,5247,2025-12-21 08:32:25,CUST-1164,rakesh.sethi@outlook.com,paid,fulfilled,USD,111.94,WELCOME10,11.19,0,7.55,108.3,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5256,5256,2025-12-21 09:04:01,CUST-1156,jyoti_kumar@yahoo.com,paid,fulfilled,USD,182.99,,0.0,0,11.19,194.18,Google Pay,Bristol,England,GB,Google Ads,
NB-5186,5186,2025-12-21 10:29:53,CUST-1019,noah_bajaj@icloud.com,paid,fulfilled,USD,191.92,,0.0,0,13.44,205.36,Apple Pay,Miami,Florida,US,TikTok Ads,
NB-5087,5087,2025-12-21 14:41:26,CUST-1078,lucas_ibrahim@outlook.com,paid,fulfilled,USD,109.95,,0.0,0,8.46,118.41,Google Pay,Nashville,Tennessee,US,Email Campaign,
NB-5160,5160,2025-12-21 16:59:48,CUST-1033,lakshmi_martin@yahoo.com,paid,fulfilled,USD,134.87,COFFEE15,20.23,0,10.24,124.88,Apple Pay,Chennai,Tamil Nadu,IN,Google Ads,
NB-5051,5051,2025-12-21 21:04:14,CUST-1156,jyoti_kumar@yahoo.com,paid,fulfilled,USD,47.92,,0.0,0,3.89,51.81,Apple Pay,Bristol,England,GB,Google Ads,
NB-5099,5099,2025-12-21 21:21:15,CUST-1074,nisha_young@protonmail.com,paid,fulfilled,USD,126.93,NEWBREW20,25.39,0,6.4,107.94,Shop Pay,Berlin,Berlin,DE,Email Campaign,
NB-5050,5050,2025-12-22 06:13:30,CUST-1033,lakshmi_martin@yahoo.com,paid,fulfilled,USD,14.05,,0.0,0,1.23,15.28,Shop Pay,Chennai,Tamil Nadu,IN,Google Ads,
NB-5010,5010,2025-12-22 08:58:36,CUST-1189,pranaviyer@hotmail.com,paid,shipped,USD,67.11,,0.0,0,4.47,71.58,PayPal,Berlin,Berlin,DE,Referral,
NB-5220,5220,2025-12-22 09:05:54,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,123.94,,0.0,0,11.25,135.19,Credit Card,Birmingham,England,GB,Organic Search,
NB-5058,5058,2025-12-22 09:49:57,CUST-1094,carlossmith@gmail.com,paid,delivered,USD,52.49,,0.0,0,4.64,57.13,Apple Pay,Amsterdam,North Holland,NL,Instagram Ads,
NB-5225,5225,2025-12-22 13:31:24,CUST-1007,oscar.smith@gmail.com,paid,fulfilled,USD,68.9,COFFEE15,10.34,0,5.78,64.34,Credit Card,Portland,Oregon,US,Referral,
NB-5198,5198,2025-12-22 14:26:05,CUST-1116,jake_patel@outlook.com,paid,fulfilled,USD,89.96,,0.0,0,8.22,98.18,Shop Pay,Bangalore,Karnataka,IN,Organic Search,
NB-5212,5212,2025-12-22 14:26:59,CUST-1082,ellamiller@yahoo.com,paid,fulfilled,USD,91.62,,0.0,0,7.2,98.82,PayPal,Detroit,Michigan,US,Google Ads,
NB-5161,5161,2025-12-22 14:57:02,CUST-1131,jessica_thomas@yahoo.com,paid,fulfilled,USD,129.97,,0.0,0,9.48,139.45,Credit Card,Berlin,Berlin,DE,Organic Search,
NB-5183,5183,2025-12-22 17:11:54,CUST-1171,mitali_bose@icloud.com,paid,fulfilled,USD,163.19,,0.0,0,14.64,177.83,Google Pay,Houston,Texas,US,Instagram Ads,
NB-5111,5111,2025-12-22 17:35:30,CUST-1118,nisha_thompson@icloud.com,paid,fulfilled,USD,148.93,,0.0,0,9.25,158.18,Credit Card,Chicago,Illinois,US,Facebook Ads,
NB-5408,5408,2025-12-22 17:45:49,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,57.98,,0,0,5.77,63.75,Google Pay,Los Angeles,California,US,Instagram Ads,
NB-5035,5035,2025-12-22 18:04:28,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,256.51,LOYALTY5,12.83,0,15.05,258.73,Shop Pay,Denver,Colorado,US,Referral,
NB-5124,5124,2025-12-22 19:17:53,CUST-1077,urmiparker@hotmail.com,paid,delivered,USD,79.96,,0.0,0,5.36,85.32,Credit Card,Denver,Colorado,US,TikTok Ads,
NB-5203,5203,2025-12-22 20:39:22,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,239.96,,0.0,0,23.74,263.7,PayPal,Los Angeles,California,US,Organic Search,
NB-5011,5011,2025-12-22 21:05:57,CUST-1073,pankaj_deshpande@protonmail.com,paid,delivered,USD,304.79,,0.0,0,27.38,332.17,Credit Card,Miami,Florida,US,Referral,
NB-5223,5223,2025-12-22 21:30:27,CUST-1185,aarav_parker@yahoo.com,paid,fulfilled,USD,94.24,NEWBREW20,18.85,0,7.34,82.73,Credit Card,Bangalore,Karnataka,IN,Referral,
NB-5032,5032,2025-12-22 21:38:39,CUST-1085,tanya.pandey@gmail.com,paid,fulfilled,USD,11.32,WELCOME10,1.13,0,0.95,11.14,Google Pay,Gurgaon,Haryana,IN,Google Ads,
NB-5031,5031,2025-12-22 23:57:15,CUST-1030,davidmehta@hotmail.com,paid,fulfilled,USD,63.21,,0.0,0,5.02,68.23,Credit Card,Charlotte,North Carolina,US,Google Ads,
NB-5176,5176,2025-12-23 12:13:34,CUST-1074,nisha_young@protonmail.com,paid,delivered,USD,133.94,,0.0,0,12.26,146.2,Credit Card,Berlin,Berlin,DE,Email Campaign,
NB-5114,5114,2025-12-23 12:49:46,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,126.08,,0.0,0,7.77,133.85,PayPal,Minneapolis,Minnesota,US,Google Ads,
NB-5417,5417,2025-12-23 13:39:09,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,214.93,,0,0,19.86,234.79,Apple Pay,Brooklyn,New York,US,Email Campaign,
NB-5083,5083,2025-12-23 14:57:23,CUST-1017,morgan_yamamoto@gmail.com,paid,fulfilled,USD,19.99,COFFEE15,3.0,8.99,1.48,27.46,Credit Card,Houston,Texas,US,TikTok Ads,
NB-5255,5255,2025-12-23 16:11:45,CUST-1187,aman_berg@outlook.com,paid,fulfilled,USD,50.97,,0.0,0,3.31,54.28,Shop Pay,Birmingham,England,GB,Direct,
NB-5029,5029,2025-12-23 16:23:06,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,111.28,,0.0,0,7.13,118.41,Credit Card,Denver,Colorado,US,Referral,
NB-5170,5170,2025-12-23 16:50:30,CUST-1076,jordan_garcia@yahoo.com,paid,delivered,USD,71.07,,0.0,0,4.37,75.44,Credit Card,Toronto,Ontario,CA,Instagram Ads,
NB-5416,5416,2025-12-23 18:32:46,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,155.43,,0,0,11.13,166.56,PayPal,Brooklyn,New York,US,Email Campaign,
NB-5062,5062,2025-12-23 18:54:47,CUST-1001,tanya.davis@protonmail.com,paid,fulfilled,USD,134.94,NEWBREW20,26.99,0,8.26,116.21,PayPal,Brooklyn,New York,US,Organic Search,
NB-5022,5022,2025-12-23 19:08:53,CUST-1017,morgan_yamamoto@gmail.com,paid,shipped,USD,81.96,,0.0,0,4.94,86.9,PayPal,Houston,Texas,US,TikTok Ads,
NB-5141,5141,2025-12-23 20:43:29,CUST-1084,tyler_iyer@gmail.com,paid,fulfilled,USD,216.68,,0.0,0,13.81,230.49,Credit Card,Bangalore,Karnataka,IN,Instagram Ads,
NB-5421,5421,2025-12-23 22:38:23,CUST-1085,tanya.pandey@gmail.com,paid,fulfilled,USD,33.98,,0,0,2.3,36.28,PayPal,Gurgaon,Haryana,IN,Google Ads,
NB-5113,5113,2025-12-23 23:24:15,CUST-1078,lucas_ibrahim@outlook.com,paid,fulfilled,USD,144.91,COFFEE15,21.74,0,11.48,134.65,Google Pay,Nashville,Tennessee,US,Email Campaign,
NB-5410,5410,2025-12-23 23:59:31,CUST-1194,peter.campbell@icloud.com,paid,fulfilled,USD,242.92,,0,0,16.42,259.34,Google Pay,San Jose,California,US,Organic Search,
NB-5229,5229,2025-12-24 06:56:31,CUST-1139,riley.taylor@yahoo.com,paid,fulfilled,USD,41.26,LOYALTY5,2.06,0,3.0,42.2,Apple Pay,Phoenix,Arizona,US,Referral,
NB-5262,5262,2025-12-24 09:07:16,CUST-1052,oliviayoung@icloud.com,paid,fulfilled,USD,58.0,,0.0,0,5.74,63.74,Apple Pay,Gurgaon,Haryana,IN,Google Ads,
NB-5081,5081,2025-12-24 09:26:09,CUST-1187,aman_berg@outlook.com,paid,shipped,USD,99.96,,0.0,0,9.14,109.1,Google Pay,Birmingham,England,GB,Direct,
NB-5109,5109,2025-12-24 11:44:37,CUST-1184,taylor.deshpande@protonmail.com,paid,shipped,USD,24.99,LOYALTY5,1.25,5.99,2.26,31.99,Google Pay,Brooklyn,New York,US,Email Campaign,
NB-5006,5006,2025-12-24 11:59:47,CUST-1147,rileybajaj@outlook.com,paid,fulfilled,USD,422.87,,0.0,0,28.12,450.99,Apple Pay,Manhattan,New York,US,Email Campaign,
NB-5054,5054,2025-12-24 13:31:24,CUST-1019,noah_bajaj@icloud.com,paid,fulfilled,USD,69.99,,0.0,0,6.96,76.95,Credit Card,Miami,Florida,US,TikTok Ads,
NB-5084,5084,2025-12-24 16:17:46,CUST-1163,averyphillips@hotmail.com,paid,fulfilled,USD,209.97,NEWBREW20,41.99,0,15.91,183.89,PayPal,Atlanta,Georgia,US,Facebook Ads,
NB-5016,5016,2025-12-24 16:44:26,CUST-1141,peter.wright@hotmail.com,paid,fulfilled,USD,129.55,,0.0,0,11.95,141.5,PayPal,Portland,Oregon,US,Instagram Ads,
NB-5197,5197,2025-12-24 17:04:09,CUST-1123,monica_saxena@yahoo.com,paid,fulfilled,USD,112.98,,0.0,0,10.69,123.67,Apple Pay,Raleigh,North Carolina,US,Facebook Ads,
NB-5069,5069,2025-12-24 17:30:34,CUST-1141,peter.wright@hotmail.com,paid,fulfilled,USD,127.35,LOYALTY5,6.37,0,12.1,133.08,Credit Card,Portland,Oregon,US,Instagram Ads,
NB-5196,5196,2025-12-24 19:59:47,CUST-1168,tushar.campbell@outlook.com,paid,fulfilled,USD,139.98,,0.0,0,11.51,151.49,Credit Card,Las Vegas,Nevada,US,Organic Search,
NB-5098,5098,2025-12-24 21:12:38,CUST-1040,kelly_gupta@icloud.com,paid,shipped,USD,19.99,WELCOME10,2.0,0,1.19,19.18,PayPal,Noida,Uttar Pradesh,IN,Organic Search,
NB-5206,5206,2025-12-24 23:29:25,CUST-1025,jessicajackson@outlook.com,paid,fulfilled,USD,283.74,WELCOME10,28.37,0,21.12,276.49,PayPal,London,England,GB,Instagram Ads,
NB-5266,5266,2025-12-25 06:48:57,CUST-1129,alex_anderson@protonmail.com,paid,fulfilled,USD,82.64,LOYALTY5,4.13,0,4.98,83.49,Google Pay,Denver,Colorado,US,Referral,
